Energy (eV)    DOS (1/eV)    PDOS (1/eV)  of atom type Mo S  
      3.25000    179.38505    103.79877     75.58628
      3.26000    187.39558    108.30438     79.09120
      3.27000    186.60679    107.93860     78.66819
      3.28000    178.99518    103.90973     75.08546
      3.29000    169.12236     98.70127     70.42109
      3.30000    160.76158     94.27532     66.48625
      3.31000    154.81570     91.11074     63.70495
      3.32000    150.27698     88.78856     61.48842
      3.33000    146.39072     87.04814     59.34257
      3.34000    143.22311     85.94076     57.28234
      3.35000    140.50637     85.15636     55.35001
      3.36000    137.14082     83.88209     53.25873
      3.37000    132.37429     81.68485     50.68943
      3.38000    126.83396     79.17062     47.66334
      3.39000    121.86503     77.40566     44.45937
      3.40000    118.20199     76.88334     41.31865
      3.41000    115.61989     77.26040     38.35949
      3.42000    113.46171     77.77438     35.68732
      3.43000    111.10189     77.65341     33.44848
      3.44000    108.27835     76.50504     31.77331
      3.45000    105.40552     74.69506     30.71046
      3.46000    103.38979     73.18229     30.20751
      3.47000    103.08561     72.89316     30.19244
      3.48000    105.16243     74.43833     30.72410
      3.49000    110.02202     78.07082     31.95121
      3.50000    116.94833     83.16891     33.77942
      3.51000    123.45842     87.82152     35.63690
      3.52000    126.44743     89.72956     36.71787
      3.53000    124.42775     87.90672     36.52103
      3.54000    118.53485     83.34219     35.19266
      3.55000    111.43378     78.02946     33.40432
      3.56000    105.46102     73.57502     31.88599
      3.57000    101.62594     70.62738     30.99856
      3.58000     99.76384     69.10762     30.65621
      3.59000     99.01595     68.48856     30.52739
      3.60000     98.13749     67.87831     30.25917
      3.61000     96.11745     66.41599     29.70146
      3.62000     93.27529     64.11164     29.16366
      3.63000     91.54751     62.16997     29.37753
      3.64000     92.80553     61.93819     30.86734
      3.65000     96.55546     63.33417     33.22128
      3.66000     99.90027     64.67466     35.22561
      3.67000    100.35954     64.36499     35.99455
      3.68000     98.62022     62.62357     35.99665
      3.69000     98.17467     61.33224     36.84242
      3.70000    102.11177     62.19298     39.91879
      3.71000    110.16263     65.06459     45.09804
      3.72000    118.86449     68.09668     50.76780
      3.73000    124.77598     69.52322     55.25277
      3.74000    127.68037     69.37752     58.30286
      3.75000    130.72905     69.53174     61.19731
      3.76000    137.49149     72.08159     65.40990
      3.77000    148.53075     77.42629     71.10445
      3.78000    160.19895     83.52010     76.67885
      3.79000    166.70506     87.03353     79.67152
      3.80000    164.27644     85.79785     78.47859
      3.81000    154.05317     80.47279     73.58038
      3.82000    140.74217     73.70433     67.03784
      3.83000    128.41040     67.67759     60.73280
      3.84000    118.09351     62.77595     55.31756
      3.85000    109.17708     58.43500     50.74208
      3.86000    101.84655     54.63291     47.21365
      3.87000     97.60729     52.23330     45.37399
      3.88000     97.85107     52.11645     45.73462
      3.89000    102.25264     54.21894     48.03370
      3.90000    108.36411     57.34367     51.02043
      3.91000    112.58496     59.70716     52.87780
      3.92000    111.90489     59.74612     52.15877
      3.93000    105.58873     56.87410     48.71463
